,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
891,CHUBUT,Río Senguer,Aldea Apeleg,0,0,0,0,0,0,1,1,1
892,CHUBUT,Río Senguer,Aldea Beleiro,0,0,0,0,0,0,1,0,1
893,CHUBUT,Río Senguer,Alto Río Senguer,0,0,1,0,1,0,1,1,1
894,CHUBUT,Río Senguer,Doctor Ricardo Rojas,0,0,0,0,0,0,1,0,1
895,CHUBUT,Río Senguer,Facundo,0,0,0,0,0,0,1,1,1
896,CHUBUT,Río Senguer,Lago Blanco,0,0,0,0,0,0,1,0,1
897,CHUBUT,Río Senguer,Río Mayo,1,0,0,1,1,0,1,1,1
898,CHUBUT,Sarmiento,Buen Pasto,0,0,0,0,0,0,1,0,1
899,CHUBUT,Sarmiento,Sarmiento,1,1,0,1,1,1,1,1,1
900,CHUBUT,Tehuelches,Frontera de Río Pico,0,0,0,0,0,0,1,0,0
901,CORDOBA,Santa María,Toledo,1,0,0,1,1,1,1,1,0
902,CORDOBA,Santa María,Valle Alegre,0,0,0,0,0,0,0,0,0
903,CORDOBA,Santa María,Valle de Anisacate,0,0,0,0,0,0,0,1,0
904,CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),0,0,0,0,1,1,1,1,0
905,CORDOBA,Santa María,Villa del Prado,0,0,0,0,0,0,0,1,0
906,CORDOBA,Santa María,Villa La Bolsa,0,0,0,0,1,1,0,1,0
907,CORDOBA,Santa María,Villa Los Aromos,1,0,0,0,0,0,1,1,0
908,CORDOBA,Santa María,Villa Parque Santa Ana,1,0,0,1,1,1,1,0,0
909,CORDOBA,Santa María,Villa San Isidro - José de la Quintana,0,0,0,0,0,0,1,1,0
910,CORDOBA,Santa María,Villa Sierras de Oro,0,0,0,0,1,1,0,0,0
911,CORDOBA,Santa María,Yocsina,0,0,0,0,1,0,0,0,0
912,CORDOBA,Sobremonte,Caminiaga,0,0,0,1,0,0,1,0,0
913,CORDOBA,Sobremonte,Cerro Colorado,0,0,0,0,0,0,0,0,0
914,CORDOBA,Sobremonte,Chuña Huasi,0,0,0,0,0,0,1,0,0
915,CORDOBA,Sobremonte,Pozo Nuevo,0,0,0,0,1,0,0,0,0
916,CORDOBA,Sobremonte,San Francisco del Chañar,0,0,0,1,1,1,1,0,1
917,BUENOS AIRES,Bahía Blanca,Villa Bordeau,0,0,0,0,1,1,0,0,0
918,BUENOS AIRES,Bahía Blanca,Villa Espora,0,0,0,0,0,0,0,0,0
919,BUENOS AIRES,Balcarce,Balcarce,1,1,1,1,1,1,1,1,0
920,BUENOS AIRES,Balcarce,Los Pinos,0,0,0,0,0,0,1,1,0
921,BUENOS AIRES,Balcarce,Napaleofú,0,0,0,1,1,1,1,1,0
922,BUENOS AIRES,Balcarce,Ramos Otero,0,0,0,0,1,0,0,1,0
923,BUENOS AIRES,Balcarce,San Agustín,0,0,0,0,0,0,1,1,0
924,BUENOS AIRES,Balcarce,Villa Laguna La Brava,0,0,0,0,1,1,1,1,0
925,BUENOS AIRES,Baradero,Baradero,1,1,0,1,1,1,1,1,1
926,BUENOS AIRES,Baradero,Irineo Portela,0,0,0,1,0,0,1,1,1
927,BUENOS AIRES,Baradero,Santa Coloma,0,0,0,0,1,0,0,1,0
928,BUENOS AIRES,Baradero,Villa Alsina (Est. Alsina),1,0,0,0,1,1,1,1,0
929,BUENOS AIRES,Benito Juárez,Barker,0,0,1,1,1,1,1,1,1
930,CATAMARCA,Capayán,San Martín,0,0,0,0,1,0,0,0,1
931,BUENOS AIRES,José C. Paz,Tortuguitas,0,1,0,0,1,1,0,0,0
932,BUENOS AIRES,Junín,Agustín Roca,0,0,0,1,1,0,1,1,0
933,BUENOS AIRES,Junín,Agustina,0,0,0,1,1,1,1,0,0
934,BUENOS AIRES,Junín,Balneario Laguna de Gómez,0,0,0,0,1,1,0,1,0
935,BUENOS AIRES,Junín,Fortín Tiburcio,0,0,0,0,0,0,1,1,0
936,BUENOS AIRES,Junín,Junín,1,1,1,1,1,1,1,1,1
937,BUENOS AIRES,Junín,Laplacette,0,0,0,1,0,0,0,1,0
938,BUENOS AIRES,Junín,Morse,0,1,0,1,1,0,1,1,0
939,BUENOS AIRES,Junín,Paraje La Agraria,0,0,0,0,0,0,0,0,0
940,BUENOS AIRES,Junín,Saforcada,0,0,0,0,1,1,1,1,0
941,BUENOS AIRES,La Costa,Aguas Verdes,1,0,0,1,1,1,0,1,0
942,MISIONES,Apóstoles,Tres Capones,0,0,0,0,0,0,0,0,0
943,MISIONES,Cainguás,1º de Mayo,0,0,0,0,1,0,0,0,0
944,BUENOS AIRES,Rauch,Rauch,1,0,1,1,1,1,1,1,1
945,BUENOS AIRES,Rivadavia,América,1,1,0,1,1,1,1,1,1
946,BUENOS AIRES,Rivadavia,Fortín Olavarría,1,0,0,1,1,1,0,0,0
947,BUENOS AIRES,Rivadavia,González Moreno,0,0,0,0,1,1,0,1,0
948,BUENOS AIRES,Rivadavia,Mira Pampa,0,0,0,0,0,0,0,0,0
949,BUENOS AIRES,Rivadavia,Roosevelt,0,0,0,0,0,0,1,0,0
950,BUENOS AIRES,Rivadavia,San Mauricio,0,0,0,0,0,0,0,0,0
951,BUENOS AIRES,Rivadavia,Sansinena,0,0,0,1,1,0,1,1,0
952,BUENOS AIRES,Rivadavia,Sundblad,0,0,0,0,0,0,0,0,0
953,BUENOS AIRES,Rojas,Barrio Las Margaritas,0,0,0,0,0,0,0,0,0
954,BUENOS AIRES,Rojas,La Beba,0,0,0,0,0,0,0,0,0
955,BUENOS AIRES,Rojas,Las Carabelas,0,0,0,1,1,0,1,1,1
956,BUENOS AIRES,Rojas,Los Indios,0,0,0,0,0,0,0,0,0
957,BUENOS AIRES,Rojas,Rafael Obligado,0,0,0,0,1,0,0,1,0
958,BUENOS AIRES,Rojas,Roberto Cano,0,0,0,0,0,0,0,0,0
959,CABA,COMUNA 15,AGRONOMIA,1,1,1,1,1,1,1,1,1
960,CHUBUT,Tehuelches,Gobernador Costa,0,0,1,0,1,0,1,0,0
961,CHUBUT,Tehuelches,José de San Martín,0,0,0,0,1,0,1,0,1
962,CHUBUT,Tehuelches,Río Pico,0,0,1,0,0,0,1,0,1
963,CHUBUT,Telsen,Gan Gan,0,0,0,0,1,0,1,1,1
964,CHUBUT,Telsen,Telsen,0,1,0,0,1,1,1,1,1
965,CORDOBA,Calamuchita,Amboy,0,0,0,0,0,0,1,1,0
966,CORDOBA,Calamuchita,Arroyo San Antonio,0,0,0,0,1,1,0,0,0
967,CORDOBA,Calamuchita,Cañada del Sauce,1,0,0,0,1,0,1,0,0
968,CATAMARCA,Capayán,San Pablo,0,0,0,0,0,0,0,0,0
969,CATAMARCA,Capayán,San Pedro,0,0,0,0,0,0,0,0,0
970,CATAMARCA,Capital,Barrio Bancario,0,0,0,0,1,1,0,0,0
971,CATAMARCA,Capital,El Pantanillo,1,0,0,1,1,1,1,0,1
972,CATAMARCA,Capital,San Fernando del Valle de Catamarca,1,1,1,1,1,1,1,1,1
973,CATAMARCA,El Alto,El Alto,0,0,0,0,1,1,0,1,1
974,CATAMARCA,El Alto,Guayamba,0,0,0,0,0,0,1,0,0
975,CATAMARCA,El Alto,Infanzón,0,0,0,0,0,0,0,0,0
976,CATAMARCA,El Alto,Los Corrales,0,0,0,0,0,0,0,0,0
977,CATAMARCA,El Alto,Tapso,0,0,0,0,0,0,0,0,1
978,CATAMARCA,El Alto,Vilismán,0,0,0,0,1,0,0,0,0
979,CATAMARCA,Fray Mamerto Esquiú,Collagasta,0,0,0,0,0,0,0,0,0
980,CATAMARCA,Fray Mamerto Esquiú,El Hueco,0,0,0,1,0,1,0,0,0
981,CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,0,0,0,0,0,0,0,1
982,CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,0,0,0,0,0,0,1,0
983,CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,0,0,0,0,1,0,1,0
984,CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,0,0,0,0,0,0,1,0,0
985,CATAMARCA,Fray Mamerto Esquiú,Pomancillo Oeste,0,0,0,0,0,0,0,0,0
986,CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,0,0,1,1,1,0,0,0
987,BUENOS AIRES,Berisso,Berisso,1,1,1,1,1,1,1,1,0
988,BUENOS AIRES,Berisso,Los Talas,0,0,0,0,0,0,0,0,0
989,BUENOS AIRES,Berisso,Villa Arguello,0,0,0,1,1,1,0,1,0
990,BUENOS AIRES,Berisso,Villa Dolores,0,0,0,0,1,1,0,0,0
991,BUENOS AIRES,Berisso,Villa Independencia,0,0,0,0,0,0,0,0,0
992,BUENOS AIRES,Berisso,Villa Nueva,0,0,0,1,1,1,0,1,0
993,BUENOS AIRES,Berisso,Villa Porteña,0,0,0,0,0,0,0,0,0
994,BUENOS AIRES,Berisso,Villa Progreso,0,0,0,1,0,0,0,1,0
995,BUENOS AIRES,Berisso,Villa San Carlos,0,0,0,0,1,1,0,0,0
996,BUENOS AIRES,Berisso,Villa Zula,0,0,0,0,0,0,0,0,0
997,BUENOS AIRES,Bolívar,Hale,1,0,0,0,0,0,1,0,0
998,BUENOS AIRES,Bolívar,Juan F. Ibarra,0,0,0,0,0,0,0,0,0
999,BUENOS AIRES,Bolívar,Mariano Unzué,0,0,0,0,0,0,0,0,0
1000,BUENOS AIRES,Bolívar,Paula,0,0,0,0,0,0,0,0,0
1001,BUENOS AIRES,Bolívar,Pirovano,0,0,0,0,0,1,1,1,0
1002,BUENOS AIRES,Bolívar,San Carlos de Bolívar (Est. Bolívar),1,1,1,1,1,1,1,1,1
1003,BUENOS AIRES,Bolívar,Urdampilleta,0,0,1,0,1,1,1,1,0
1004,BUENOS AIRES,Bolívar,Villa Lynch Pueyrredón,0,0,0,0,0,0,0,0,0
1005,CORDOBA,Calamuchita,Capilla Vieja,0,0,0,0,1,1,0,1,0
1006,CORDOBA,Calamuchita,El Corcovado - El Torreón,1,0,0,0,0,0,1,1,0
1007,CORDOBA,Calamuchita,El Durazno,0,0,0,0,0,0,0,0,0
1008,CORDOBA,Calamuchita,Embalse,0,0,0,1,1,1,0,1,1
1009,CORDOBA,Calamuchita,La Cruz,1,0,0,0,1,1,1,1,0
1010,CORDOBA,Calamuchita,La Cumbrecita,0,0,0,0,1,1,0,1,0
1011,CORDOBA,Calamuchita,Las Bajadas,0,0,0,0,1,0,0,1,0
1012,CORDOBA,Calamuchita,Las Caleras,0,0,0,0,0,0,1,1,0
1013,CORDOBA,Calamuchita,Los Cóndores,1,0,0,0,1,1,1,1,1
1014,CORDOBA,Calamuchita,Los Molinos,0,0,0,0,0,0,0,1,0
1015,CORDOBA,Calamuchita,Los Reartes,1,0,0,1,1,1,1,1,1
1016,CORDOBA,Calamuchita,Lutti,0,0,0,0,0,0,1,0,0
1017,CORDOBA,Calamuchita,Monte Ralo,0,0,0,0,0,0,0,0,0
1018,CORDOBA,Calamuchita,Parque Calmayo,0,0,0,0,0,0,0,1,0
1019,CORDOBA,Calamuchita,Río de los Sauces,0,0,0,0,1,1,1,1,0
1020,MISIONES,Eldorado,Nueva Delicia,0,0,0,0,0,0,0,0,0
1021,CORDOBA,Tercero Arriba,Almafuerte,1,1,0,1,1,1,1,1,0
1022,CORDOBA,Tercero Arriba,Colonia Almada,0,0,0,0,1,0,1,1,0
1023,CORDOBA,Tercero Arriba,Corralito,0,0,0,1,1,1,0,1,1
1024,CORDOBA,Tercero Arriba,Dalmacio Vélez,0,0,0,1,1,1,1,0,0
1025,CORDOBA,Tercero Arriba,General Fotheringham,1,0,0,0,1,1,1,1,0
1026,CORDOBA,Tercero Arriba,Hernando,1,1,0,1,1,1,1,0,0
1027,CORDOBA,Tercero Arriba,James Craik,1,1,0,1,1,1,1,1,0
1028,CORDOBA,Tercero Arriba,Las Isletillas,0,0,0,0,1,0,1,1,0
1029,CORDOBA,Tercero Arriba,Las Perdices,1,0,0,0,1,1,1,1,1
1030,CORDOBA,Tercero Arriba,Los Zorros,0,0,0,0,1,1,1,0,0
1031,BUENOS AIRES,Benito Juárez,Benito Juárez (Est. Juárez),1,0,1,1,1,1,1,1,1
1032,BUENOS AIRES,Benito Juárez,López,0,0,0,1,0,0,0,1,0
1033,BUENOS AIRES,Benito Juárez,Tedín Uriburu,0,0,0,0,1,1,0,0,0
1034,BUENOS AIRES,Benito Juárez,Villa Cacique (Est. Alfredo Fortabat),0,0,0,1,1,1,0,1,1
1035,BUENOS AIRES,Berazategui,Berazategui,1,1,1,1,1,1,1,1,1
1036,BUENOS AIRES,Berazategui,Berazategui Oeste,1,1,0,1,1,1,1,0,0
1037,BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,1,1,0,1,1,1,1,0,0
1038,BUENOS AIRES,Berazategui,Centro Agrícola El Pato,1,1,0,1,1,1,1,1,0
1039,CATAMARCA,Pomán,Mutquin,0,0,0,0,0,0,1,0,1
1040,CATAMARCA,Pomán,Pomán,0,0,0,0,1,1,1,0,1
1041,BUENOS AIRES,La Costa,Las Toninas,1,1,1,1,1,1,1,1,0
1042,BUENOS AIRES,La Costa,Lucila Del Mar,1,1,0,1,1,1,0,1,0
1043,BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,1,1,1,1,1,1,1,1,0
1044,BUENOS AIRES,La Costa,San Clemente del Tuyú,1,1,1,1,1,1,1,1,0
1045,BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,1,1,1,1,1,1,1,1,0
1046,BUENOS AIRES,La Matanza,20 De Junio,1,1,1,0,1,1,1,1,0
1047,BUENOS AIRES,La Matanza,Aldo Bonzi,1,1,0,0,1,1,1,1,0
1048,MISIONES,Eldorado,Pueblo Nuevo,0,0,0,0,0,0,0,0,0
1049,MISIONES,Eldorado,Puerto Mado,0,0,0,0,0,0,0,0,0
1050,MISIONES,Eldorado,Puerto Pinares,0,0,0,0,1,0,0,0,0
1051,MISIONES,Eldorado,Santiago de Liniers,0,0,0,0,1,0,0,1,0
1052,BUENOS AIRES,Rojas,Rojas,1,1,1,1,1,1,1,1,0
1053,BUENOS AIRES,Rojas,Sol de Mayo,0,0,0,0,0,0,0,0,0
1054,BUENOS AIRES,Rojas,Villa Manuel Pomar,0,0,0,0,0,0,0,0,0
1055,BUENOS AIRES,Rojas,Villa Parque Cecir,0,0,0,0,0,0,0,0,0
1056,BUENOS AIRES,Roque Pérez,Carlos Beguerie,0,0,0,1,0,0,1,1,0
1057,BUENOS AIRES,Roque Pérez,Roque Pérez,1,1,1,1,1,1,1,1,0
1058,BUENOS AIRES,Saavedra,Arroyo Corto,0,0,0,1,0,0,1,0,0
1059,BUENOS AIRES,Saavedra,Colonia San Martín,0,0,0,0,0,0,0,0,0
1060,BUENOS AIRES,Saavedra,Dufaur,0,0,0,0,0,0,1,0,0
1061,BUENOS AIRES,Saavedra,Espartillar,0,0,0,1,1,0,1,1,0
1062,BUENOS AIRES,Saavedra,Goyena,0,0,0,1,0,0,0,0,0
1063,BUENOS AIRES,Saavedra,Las Encadenadas,0,0,0,0,0,0,0,0,0
1064,BUENOS AIRES,Saavedra,Pigüé,0,0,0,1,1,1,1,0,0
1065,BUENOS AIRES,Saavedra,Saavedra,0,0,0,1,1,1,1,1,0
1066,CABA,COMUNA 15,CHACARITA,1,1,1,1,1,1,1,1,1
1067,CORDOBA,Calamuchita,San Agustín,1,0,0,0,1,1,1,1,0
1068,CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),0,0,0,0,0,0,1,1,0
1069,CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),0,0,0,0,1,1,0,1,0
1070,CORDOBA,Calamuchita,Santa Monica,0,0,0,0,0,0,0,0,0
1071,CORDOBA,Calamuchita,Santa Rosa de Calamuchita,1,1,0,1,1,1,1,1,0
1072,CORDOBA,Calamuchita,Segunda Usina,0,0,0,0,0,0,0,1,0
1073,CABA,COMUNA 15,PATERNAL,1,1,1,1,1,1,1,1,1
1074,CORDOBA,Tercero Arriba,Oliva,1,0,0,1,1,1,1,1,0
1075,CORDOBA,Tercero Arriba,Pampayasta Norte,0,0,0,0,0,0,1,1,0
1076,CORDOBA,Tercero Arriba,Pampayasta Sur,0,0,0,1,1,1,0,0,1
1077,CORDOBA,Tercero Arriba,Punta del Agua,0,0,0,0,1,0,0,1,0
1078,CORDOBA,Tercero Arriba,Río Tercero,1,1,0,1,1,1,1,1,1
1079,CATAMARCA,Pomán,Rincón,0,0,0,0,1,0,1,0,0
1080,CATAMARCA,Pomán,San Miguel,0,0,0,0,0,0,0,1,0
1081,CATAMARCA,Pomán,Saujil,0,0,0,0,1,0,1,1,1
1082,CATAMARCA,Pomán,Siján,0,0,0,0,0,0,1,0,1
1083,CATAMARCA,Santa María,Andalhualá,0,0,0,0,0,0,0,0,0
1084,CATAMARCA,Santa María,Caspichango,0,0,0,0,0,0,0,0,0
1085,CATAMARCA,Santa María,Chañar Punco,0,0,0,0,1,0,0,0,0
1086,CATAMARCA,Santa María,El Cajón,0,0,0,0,0,0,1,0,0
1087,CATAMARCA,Santa María,El Cerrito,0,0,0,0,1,1,0,0,0
1088,CATAMARCA,Santa María,El Desmonte,0,0,0,0,0,0,0,0,0
1089,CATAMARCA,Santa María,El Puesto,0,0,0,0,0,0,0,0,0
1090,CATAMARCA,Santa María,Famatanca,0,0,0,0,0,0,0,0,0
1091,CATAMARCA,Santa María,Fuerte Quemado,0,0,0,0,0,0,0,0,0
1092,CATAMARCA,Santa María,La Hoyada,0,0,0,0,0,0,1,0,0
1093,CATAMARCA,Santa María,La Loma,0,0,0,0,0,0,0,0,1
1094,CATAMARCA,Santa María,La Puntilla,0,0,0,0,0,0,0,0,0
1095,CATAMARCA,Santa María,Lampacito,0,0,0,0,1,0,0,0,0
1096,CATAMARCA,Santa María,Las Mojarras,0,0,0,0,0,0,0,0,0
1097,CATAMARCA,Santa María,Loro Huasi,0,0,0,0,0,0,0,0,0
1098,CATAMARCA,Santa María,Medanitos,0,0,0,0,0,0,0,0,0
1099,CATAMARCA,Santa María,Palo Seco,0,0,0,0,0,0,0,0,0
1100,CATAMARCA,Santa María,Punta de Balasto,0,0,0,0,0,0,0,0,0
1101,CATAMARCA,Santa María,San José,0,0,0,0,0,0,0,0,1
1102,CATAMARCA,Santa María,San Jose Banda,0,0,0,0,0,0,0,0,0
1103,CATAMARCA,Santa María,San Jose Norte,0,0,0,0,0,0,0,0,0
1104,CATAMARCA,Santa María,Santa María,0,0,0,0,0,0,0,1,1
1105,CORDOBA,Calamuchita,Solar de los Molinos,0,0,0,0,0,0,1,0,0
1106,CORDOBA,Calamuchita,Villa Alpina,0,0,0,0,0,0,0,1,0
1107,CORDOBA,Calamuchita,Villa Amancay,0,0,0,0,1,1,1,1,0
1108,CORDOBA,Calamuchita,Villa Berna,1,0,0,0,1,0,1,1,0
1109,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,0,1,0,0,1,0,0,0,0
1110,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),0,0,0,0,0,0,1,1,0
1111,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),0,0,0,0,0,0,0,1,0
1112,CORDOBA,Calamuchita,Villa del Dique,1,0,0,1,1,1,0,1,0
1113,CORDOBA,Calamuchita,Villa El Tala,0,0,0,0,0,0,0,0,0
1114,CORDOBA,Calamuchita,Villa General Belgrano,0,1,0,0,1,1,1,1,1
1115,CORDOBA,Calamuchita,Villa La Rivera,0,0,0,0,0,0,0,0,0
1116,CORDOBA,Calamuchita,Villa Quillinzo,0,0,0,0,0,0,0,1,0
1117,CORDOBA,Calamuchita,Villa Rumipal,0,0,0,1,1,1,1,1,0
1118,CORDOBA,Calamuchita,Villa San Miguel,0,0,0,0,0,1,0,1,0
1119,CORDOBA,Calamuchita,Villa Yacanto,0,0,0,0,1,1,1,1,0
1120,CORDOBA,Tercero Arriba,Tancacha,1,0,0,0,1,1,1,1,1
1121,CORDOBA,Tercero Arriba,Villa Ascasubi,0,0,0,0,1,1,1,1,0
1122,CORDOBA,Totoral,Candelaria Sur,0,0,0,0,0,0,0,0,0
1123,CORDOBA,Totoral,Cañada de Luque,0,0,0,0,1,1,1,0,0
1124,CORDOBA,Totoral,Capilla de Sitón,0,0,0,0,1,0,1,0,0
1125,CORDOBA,Totoral,La Pampa,0,0,0,0,0,0,0,0,0
1126,CORDOBA,Totoral,La Paz,0,0,0,0,0,0,0,0,0
1127,CORDOBA,Totoral,Las Peñas,1,0,0,0,1,1,1,1,0
1128,CORDOBA,Totoral,Los Mistoles,0,0,0,0,0,0,0,0,0
1129,CORDOBA,Totoral,Santa Catalina,0,0,0,0,0,0,0,0,0
1130,CORDOBA,Totoral,Sarmiento,1,0,0,0,0,0,1,0,0
1131,CORDOBA,Totoral,Simbolar,0,0,0,0,0,0,1,0,0
1132,CORDOBA,Totoral,Sinsacate,0,0,0,0,1,1,1,0,0
1133,CORDOBA,Totoral,Villa del Totoral,1,0,0,1,1,1,1,1,0
1134,CORDOBA,Tulumba,Cerro Colorado,0,0,0,0,0,0,0,0,0
1135,CORDOBA,Tulumba,Churqui Cañada,0,0,0,0,0,0,0,0,0
1136,CORDOBA,Tulumba,El Rodeo,0,0,0,0,0,0,0,0,0
1137,CORDOBA,Tulumba,El Tuscal,0,0,0,0,0,0,1,0,0
1138,JUJUY,El Carmen,Monterrico,0,1,0,0,1,1,1,1,1
1139,JUJUY,El Carmen,Pampa Blanca,1,1,0,0,1,1,1,1,1
1140,JUJUY,El Carmen,Perico,0,1,0,1,1,1,1,1,1
1141,JUJUY,El Carmen,Pila Pardo,0,0,0,0,0,0,0,0,0
1142,JUJUY,El Carmen,Puesto Viejo,0,1,0,0,1,1,1,0,1
1143,JUJUY,El Carmen,San Isidro,0,0,0,0,0,0,0,0,0
1144,JUJUY,El Carmen,San Juancito,0,0,0,0,1,0,0,0,0
1145,JUJUY,Humahuaca,Aparzo,0,0,0,0,0,0,0,0,0
1146,JUJUY,Humahuaca,Cianzo,0,0,0,0,0,0,0,0,0
1147,JUJUY,Humahuaca,Coctaca,0,0,0,0,0,0,0,0,0
1148,JUJUY,Humahuaca,El Aguilar,0,0,0,0,1,1,1,0,1
1149,JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),0,0,0,1,0,0,0,0,0
1150,JUJUY,Humahuaca,Humahuaca,1,0,0,0,1,1,1,1,1
1151,JUJUY,Humahuaca,Palca de Aparzo,0,0,0,0,1,0,0,0,0
1152,JUJUY,Humahuaca,Palca de Varas,0,0,0,0,0,0,0,0,0
1153,JUJUY,Humahuaca,Rodero,0,0,0,0,0,0,0,0,0
1154,JUJUY,Humahuaca,Tres Cruces,0,0,0,1,1,0,1,0,0
1155,JUJUY,Humahuaca,Uquía (Est. Senador Pérez),1,0,0,1,0,0,1,0,0
1156,JUJUY,Ledesma,Bananal,0,0,0,0,0,0,0,0,0
1157,JUJUY,Ledesma,Bermejito,0,0,0,0,0,0,0,0,0
1158,JUJUY,SANTA BARBARA,Santa Clara,1,0,0,0,1,1,1,1,1
1159,JUJUY,SANTA BARBARA,Vinalito,0,0,0,0,0,0,0,1,0
1160,JUJUY,Santa Catalina,Casira,0,0,0,1,0,0,1,0,0
1161,JUJUY,Santa Catalina,Ciénega,0,0,0,1,0,0,0,0,0
1162,JUJUY,Santa Catalina,Cieneguillas,0,0,0,1,0,0,0,0,0
1163,JUJUY,Santa Catalina,Cusi Cusi,0,0,0,1,0,0,1,0,0
1164,JUJUY,Santa Catalina,El Angosto,0,0,0,0,0,0,0,0,0
1165,JUJUY,Santa Catalina,La Ciénega,0,0,0,0,0,0,1,0,0
1166,JUJUY,Santa Catalina,Misarrumi,0,0,0,0,0,0,1,0,1
1167,JUJUY,Santa Catalina,Oratorio,0,0,0,1,0,0,1,0,0
1168,JUJUY,Santa Catalina,Paicone,0,0,0,1,0,0,0,0,0
1169,JUJUY,Santa Catalina,San Juan de Oros,0,0,0,0,0,0,0,0,0
1170,JUJUY,Santa Catalina,Santa Catalina,0,0,0,1,0,0,0,0,1
1171,JUJUY,Santa Catalina,Yoscaba,0,0,0,0,0,0,0,0,0
1172,JUJUY,Susques,Catua,0,0,0,1,0,0,1,0,0
1173,JUJUY,Susques,Coranzuli,0,0,0,1,0,0,1,0,0
1174,JUJUY,Susques,El Toro,0,0,0,1,0,0,0,0,1
1175,JUJUY,Susques,Huáncar,0,0,0,1,0,0,1,0,0
1176,JUJUY,Susques,Jama,0,0,0,1,0,0,0,0,0
1177,JUJUY,Susques,Mina Providencia,0,0,0,1,0,0,0,0,0
1178,JUJUY,Susques,Olacapato,0,0,0,1,0,0,0,1,0
1179,JUJUY,Susques,Olaroz Chico,0,0,0,1,0,0,1,1,1
1180,JUJUY,Susques,Pastos Chicos,0,0,0,1,0,0,1,0,0
1181,MISIONES,Iguazú,Villa Cooperativa,0,0,0,0,0,0,0,0,0
1182,MISIONES,Iguazú,Wanda,1,0,0,1,1,1,1,0,1
1183,MISIONES,Leandro N. Alem,Almafuerte,0,0,0,0,1,0,0,1,0
1184,MISIONES,Leandro N. Alem,Arroyo del Medio,0,0,0,0,1,0,0,1,0
1185,MISIONES,Leandro N. Alem,Caá - Yarí,0,0,0,0,0,0,0,1,0
1186,MISIONES,Leandro N. Alem,Cerro Azul,0,1,0,1,1,0,1,1,1
1187,MISIONES,Leandro N. Alem,Dos Arroyos,0,0,0,1,1,0,1,0,0
1188,MISIONES,Leandro N. Alem,Gobernador López,0,0,0,0,1,0,1,0,0
1189,MISIONES,Leandro N. Alem,Leandro N. Alem,1,1,0,1,1,1,1,0,0
1190,MISIONES,Leandro N. Alem,Olegario V. Andrade,0,0,0,0,0,0,0,1,0
1191,MISIONES,Leandro N. Alem,Villa Libertad (Municipio Caá Yarí),0,0,0,0,0,0,0,0,0
1192,MISIONES,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),0,1,0,0,0,0,0,0,0
1193,MISIONES,Libertador Grl. San Martín,Capioví,1,1,0,0,1,1,1,1,1
1194,MISIONES,Libertador Grl. San Martín,Capioviciño,0,0,0,0,0,0,0,0,0
1195,MISIONES,Libertador Grl. San Martín,El Alcázar,0,0,0,0,1,1,1,0,1
1196,MISIONES,Libertador Grl. San Martín,Garuhapé,1,1,0,0,1,1,1,1,1
1197,MISIONES,Libertador Grl. San Martín,Puerto Rico,1,1,0,0,1,1,1,1,0
1198,MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,1,1,0,0,1,0,1,1,1
1199,MISIONES,Libertador Grl. San Martín,San Alberto,0,0,0,0,0,0,0,0,0
1200,MISIONES,Libertador Grl. San Martín,San Gotardo,0,0,0,0,1,0,0,0,0
1201,MISIONES,Libertador Grl. San Martín,San Miguel,1,0,0,0,1,0,0,0,0
1202,MISIONES,Libertador Grl. San Martín,Villa Akerman,0,0,0,0,0,0,0,0,0
1203,MISIONES,Libertador Grl. San Martín,Villa Urrutia,0,0,0,0,0,0,0,0,0
1204,MISIONES,Montecarlo,Bario Ita,0,0,0,0,0,0,0,0,0
1205,MISIONES,Montecarlo,Barrio Cuatro Bocas,0,0,0,0,0,0,0,0,0
1206,MISIONES,Montecarlo,Barrio Guatambu,0,0,0,0,0,0,0,0,0
1207,MISIONES,Montecarlo,Caraguatay,0,0,0,0,1,1,1,0,0
1208,MISIONES,Montecarlo,Laharrague,0,0,0,0,0,0,0,0,0
1209,MISIONES,Montecarlo,Montecarlo,1,1,0,1,1,1,1,0,0
1210,MISIONES,Montecarlo,Piray Kilómetro 18,0,0,0,0,1,0,0,0,0
1211,MISIONES,Montecarlo,Puerto Piray,1,0,0,0,1,1,1,0,1
